0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
3,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
39,flocking
11,flocking
32,flocking
24,flocking
13,flocking
0,flocking
0,flocking
2,flocking
0,flocking
41,flocking
0,flocking
5,flocking
0,flocking
18,flocking
0,flocking
4,flocking
0,flocking
47,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
21,flocking
19,flocking
0,flocking
0,flocking
14,flocking
0,flocking
16,flocking
17,flocking
21,flocking
14,flocking
35,flocking
32,flocking
0,flocking
18,flocking
11,flocking
0,flocking
12,flocking
22,flocking
0,flocking
0,flocking
0,flocking
22,flocking
0,flocking
11,flocking
22,flocking
34,flocking
0,flocking
19,flocking
39,flocking
0,flocking
32,flocking
18,flocking
18,flocking
3,flocking
27,flocking
0,flocking
2,flocking
41,flocking
0,flocking
13,flocking
20,flocking
22,flocking
13,flocking
0,flocking
2,flocking
0,flocking
0,flocking
0,flocking
47,flocking
1,flocking
4,flocking
19,flocking
0,flocking
22,flocking
14,flocking
0,flocking
17,flocking
16,flocking
14,flocking
35,flocking
21,flocking
32,flocking
3,flocking
0,flocking
0,flocking
19,flocking
0,flocking
0,flocking
0,flocking
19,flocking
22,flocking
23,flocking
0,flocking
0,flocking
13,flocking
22,flocking
1,flocking
11,flocking
24,flocking
34,flocking
0,flocking
22,flocking
0,flocking
0,flocking
18,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
31,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
3,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
39,flocking
11,flocking
32,flocking
24,flocking
13,flocking
0,flocking
0,flocking
2,flocking
0,flocking
41,flocking
0,flocking
5,flocking
0,flocking
18,flocking
0,flocking
4,flocking
0,flocking
47,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
21,flocking
19,flocking
0,flocking
0,flocking
14,flocking
0,flocking
16,flocking
17,flocking
21,flocking
14,flocking
35,flocking
32,flocking
0,flocking
18,flocking
11,flocking
0,flocking
12,flocking
22,flocking
0,flocking
0,flocking
0,flocking
22,flocking
0,flocking
11,flocking
22,flocking
34,flocking
0,flocking
19,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
3,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
3,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
38,flocking
16,flocking
19,flocking
18,flocking
0,flocking
33,flocking
0,flocking
13,flocking
26,flocking
0,flocking
25,flocking
19,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
1,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
11,flocking
2,flocking
27,flocking
13,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
30,flocking
0,flocking
61,flocking
23,flocking
33,flocking
29,flocking
0,flocking
0,flocking
0,flocking
0,flocking
23,flocking
22,flocking
0,flocking
0,flocking
18,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
14,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
4,flocking
22,flocking
0,flocking
0,flocking
21,flocking
14,flocking
0,flocking
0,flocking
15,flocking
17,flocking
0,flocking
20,flocking
30,flocking
0,flocking
35,flocking
18,flocking
26,flocking
47,flocking
30,flocking
32,flocking
49,flocking
68,flocking
42,flocking
54,flocking
11,flocking
30,flocking
27,flocking
36,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
5,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
3,flocking
0,flocking
0,flocking
0,flocking
23,flocking
9,flocking
16,flocking
0,flocking
15,flocking
19,flocking
0,flocking
0,flocking
0,flocking
31,flocking
19,flocking
0,flocking
9,flocking
0,flocking
14,flocking
22,flocking
0,flocking
0,flocking
0,flocking
0,flocking
6,flocking
7,flocking
0,flocking
2,flocking
6,flocking
0,flocking
0,flocking
1,flocking
0,flocking
0,flocking
0,flocking
3,flocking
2,flocking
6,flocking
6,flocking
3,flocking
4,flocking
1,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
11,flocking
3,flocking
0,flocking
10,flocking
6,flocking
0,flocking
0,flocking
1,flocking
0,flocking
0,flocking
6,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
3,flocking
1,flocking
10,flocking
4,flocking
6,flocking
0,flocking
0,flocking
0,flocking
0,flocking
1,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
11,flocking
0,flocking
12,flocking
2,flocking
0,flocking
0,flocking
0,flocking
26,flocking
0,flocking
0,flocking
0,flocking
41,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
20,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
5,flocking
0,flocking
0,flocking
0,flocking
6,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
11,flocking
0,flocking
1,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
0,flocking
34,flocking
0,flocking
23,flocking
18,flocking
48,flocking
0,flocking
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
1,normal
25,normal
12,normal
35,normal
22,normal
16,normal
0,normal
25,normal
4,normal
0,normal
29,normal
14,normal
10,normal
25,normal
2,normal
17,normal
18,normal
0,normal
0,normal
31,normal
23,normal
39,normal
35,normal
0,normal
0,normal
70,normal
45,normal
45,normal
28,normal
58,normal
46,normal
69,normal
25,normal
55,normal
20,normal
20,normal
0,normal
19,normal
0,normal
19,normal
36,normal
0,normal
11,normal
35,normal
0,normal
0,normal
33,normal
10,normal
20,normal
11,normal
4,normal
29,normal
0,normal
12,normal
17,normal
0,normal
20,normal
0,normal
34,normal
2,normal
0,normal
32,normal
0,normal
36,normal
0,normal
4,normal
13,normal
20,normal
0,normal
0,normal
14,normal
0,normal
17,normal
0,normal
8,normal
0,normal
1,normal
14,normal
13,normal
19,normal
37,normal
10,normal
0,normal
14,normal
11,normal
0,normal
0,normal
0,normal
34,normal
11,normal
19,normal
15,normal
0,normal
16,normal
36,normal
0,normal
8,normal
35,normal
16,normal
0,normal
0,normal
33,normal
0,normal
7,normal
17,normal
8,normal
4,normal
29,normal
0,normal
0,normal
0,normal
17,normal
12,normal
0,normal
0,normal
17,normal
0,normal
34,normal
2,normal
32,normal
0,normal
36,normal
0,normal
4,normal
16,normal
10,normal
17,normal
0,normal
0,normal
11,normal
0,normal
0,normal
8,normal
0,normal
12,normal
10,normal
16,normal
37,normal
10,normal
0,normal
11,normal
8,normal
0,normal
0,normal
34,normal
8,normal
16,normal
12,normal
34,normal
26,normal
0,normal
25,normal
48,normal
2,normal
19,normal
0,normal
35,normal
0,normal
1,normal
12,normal
25,normal
29,normal
33,normal
4,normal
0,normal
22,normal
12,normal
0,normal
0,normal
0,normal
17,normal
0,normal
2,normal
5,normal
36,normal
13,normal
0,normal
3,normal
34,normal
0,normal
4,normal
16,normal
25,normal
0,normal
0,normal
21,normal
0,normal
0,normal
17,normal
14,normal
20,normal
8,normal
14,normal
18,normal
37,normal
22,normal
17,normal
10,normal
21,normal
5,normal
0,normal
0,normal
34,normal
22,normal
21,normal
16,normal
19,normal
0,normal
0,normal
19,normal
36,normal
0,normal
11,normal
35,normal
0,normal
0,normal
33,normal
10,normal
20,normal
11,normal
4,normal
29,normal
0,normal
12,normal
17,normal
0,normal
20,normal
0,normal
34,normal
2,normal
0,normal
32,normal
0,normal
36,normal
0,normal
4,normal
13,normal
20,normal
0,normal
0,normal
14,normal
0,normal
17,normal
0,normal
8,normal
0,normal
1,normal
14,normal
13,normal
19,normal
37,normal
10,normal
0,normal
14,normal
11,normal
0,normal
0,normal
0,normal
34,normal
11,normal
19,normal
15,normal
16,normal
36,normal
0,normal
8,normal
35,normal
16,normal
0,normal
0,normal
33,normal
0,normal
7,normal
17,normal
8,normal
4,normal
29,normal
0,normal
0,normal
0,normal
17,normal
12,normal
0,normal
0,normal
17,normal
0,normal
34,normal
2,normal
32,normal
0,normal
36,normal
0,normal
4,normal
16,normal
10,normal
17,normal
0,normal
0,normal
11,normal
0,normal
0,normal
8,normal
0,normal
12,normal
10,normal
16,normal
37,normal
10,normal
0,normal
11,normal
8,normal
0,normal
0,normal
34,normal
8,normal
16,normal
12,normal
0,normal
16,normal
36,normal
0,normal
8,normal
35,normal
16,normal
0,normal
0,normal
33,normal
0,normal
7,normal
17,normal
8,normal
4,normal
29,normal
0,normal
0,normal
0,normal
17,normal
12,normal
0,normal
0,normal
17,normal
0,normal
34,normal
2,normal
32,normal
0,normal
36,normal
0,normal
4,normal
16,normal
10,normal
17,normal
0,normal
0,normal
11,normal
0,normal
0,normal
8,normal
0,normal
12,normal
10,normal
16,normal
37,normal
10,normal
0,normal
11,normal
8,normal
0,normal
0,normal
34,normal
8,normal
16,normal
12,normal
22,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
16,normal
0,normal
0,normal
2,normal
20,normal
17,normal
32,normal
0,normal
0,normal
0,normal
0,normal
0,normal
28,normal
12,normal
0,normal
0,normal
5,normal
9,normal
0,normal
0,normal
0,normal
0,normal
18,normal
0,normal
21,normal
0,normal
0,normal
10,normal
19,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
17,normal
18,normal
0,normal
0,normal
0,normal
22,normal
4,normal
28,normal
10,normal
24,normal
19,normal
4,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
31,normal
31,normal
29,normal
17,normal
0,normal
16,normal
21,normal
0,normal
0,normal
0,normal
12,normal
0,normal
0,normal
38,normal
17,normal
0,normal
9,normal
17,normal
0,normal
0,normal
21,normal
0,normal
4,normal
0,normal
32,normal
0,normal
14,normal
0,normal
1,normal
23,normal
3,normal
0,normal
19,normal
0,normal
0,normal
16,normal
0,normal
0,normal
0,normal
17,normal
34,normal
0,normal
19,normal
0,normal
4,normal
28,normal
18,normal
4,normal
0,normal
0,normal
0,normal
31,normal
31,normal
0,normal
29,normal
14,normal
0,normal
16,normal
17,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
12,normal
38,normal
9,normal
0,normal
17,normal
0,normal
18,normal
0,normal
0,normal
18,normal
0,normal
0,normal
0,normal
4,normal
0,normal
32,normal
0,normal
0,normal
1,normal
0,normal
15,normal
0,normal
14,normal
16,normal
0,normal
18,normal
0,normal
16,normal
0,normal
0,normal
0,normal
34,normal
0,normal
9,normal
23,normal
31,normal
26,normal
17,normal
1,normal
0,normal
17,normal
4,normal
0,normal
42,normal
19,normal
16,normal
11,normal
